LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0135,08/16/2021 09:00,Dissolved Nitrate + Nitrite,0,2.64,0.25,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0135,08/16/2021 09:00,Dissolved ortho-Phosphate,14265442,2.63,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0135,08/16/2021 09:00,Total Phosphorus,7723140,2.44,0.10,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0135,08/16/2021 09:00,Field Specific Conductance,0, 910,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0135,08/16/2021 09:00,Field Water Temperature,0, 24.6,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0153,08/30/2021 08:49,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0153,08/30/2021 08:49,Dissolved Nitrate + Nitrite,0,1.76,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0153,08/30/2021 08:49,Dissolved ortho-Phosphate,14265442,2.61,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0153,08/30/2021 08:49,Total Phosphorus,7723140,2.72,0.01,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0153,08/30/2021 08:49,Field Specific Conductance,0, 882,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0821B0153,08/30/2021 08:49,Field Water Temperature,0, 22.9,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0189,09/13/2021 09:00,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0189,09/13/2021 09:00,Dissolved Nitrate + Nitrite,0,1.86,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0189,09/13/2021 09:00,Dissolved ortho-Phosphate,14265442,3.11,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0189,09/13/2021 09:00,Total Phosphorus,7723140,3.11,0.10,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0189,09/13/2021 09:00,Field Specific Conductance,0, 1106,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0189,09/13/2021 09:00,Field Water Temperature,0, 22.6,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0207,09/27/2021 09:11,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0207,09/27/2021 09:11,Dissolved Nitrate + Nitrite,0,3.64,0.25,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0207,09/27/2021 09:11,Dissolved ortho-Phosphate,14265442,3.19,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0207,09/27/2021 09:11,Total Phosphorus,7723140,3.13,0.10,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0207,09/27/2021 09:11,Field Specific Conductance,0, 1111,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES0921B0207,09/27/2021 09:11,Field Water Temperature,0, 21.2,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES1021B0261,10/11/2021 08:42,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES1021B0261,10/11/2021 08:42,Dissolved Nitrate + Nitrite,0,5.5,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES1021B0261,10/11/2021 08:42,Dissolved ortho-Phosphate,14265442,3.11,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES1021B0261,10/11/2021 08:42,Total Phosphorus,7723140,3.3,0.01,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES1021B0261,10/11/2021 08:42,Field Specific Conductance,0, 856,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Woodland Wastewater Discharge at Toe Drain,Woodland Wasetwater,A1030000,ES1021B0261,10/11/2021 08:42,Field Water Temperature,0, 18.3,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
"
",,,,,,,,,,,,,,,,
"*Codes in brackets ([]) following the analyte name refer to the Method Comparibility Code.  For more information, please refer to https://cdowr-dev.outsystemsenterprise.com/WaterDataLibrary/MTCCodes.aspx.",,,,,,,,,,,,,,,,
