EMP Data Retrieved ,,,,,,,
Programs selected = ,,,,,,,
,,,,,,,
,,,,,,,
Row #,STATION_ID,STATION NAME,RESULT_ID,DATE,VALUE,QAQC Flag,READING_TYPE
2514,30,(D24A)  Rio Vista,1299,7/27/2022 4:15,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2515,30,(D24A)  Rio Vista,1299,7/27/2022 4:30,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2516,30,(D24A)  Rio Vista,1299,7/27/2022 4:45,1.22,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2517,30,(D24A)  Rio Vista,1299,7/27/2022 5:00,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2518,30,(D24A)  Rio Vista,1299,7/27/2022 5:15,1.09,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2519,30,(D24A)  Rio Vista,1299,7/27/2022 5:30,1.06,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2520,30,(D24A)  Rio Vista,1299,7/27/2022 5:45,1.11,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2521,30,(D24A)  Rio Vista,1299,7/27/2022 6:00,1.14,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2522,30,(D24A)  Rio Vista,1299,7/27/2022 6:15,1.12,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2523,30,(D24A)  Rio Vista,1299,7/27/2022 6:30,1.1,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2524,30,(D24A)  Rio Vista,1299,7/27/2022 6:45,0.98,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2525,30,(D24A)  Rio Vista,1299,7/27/2022 7:00,1.03,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2526,30,(D24A)  Rio Vista,1299,7/27/2022 7:15,0.94,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2527,30,(D24A)  Rio Vista,1299,7/27/2022 7:30,1.13,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2528,30,(D24A)  Rio Vista,1299,7/27/2022 7:45,0.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2529,30,(D24A)  Rio Vista,1299,7/27/2022 8:00,0.89,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2530,30,(D24A)  Rio Vista,1299,7/27/2022 8:15,0.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2531,30,(D24A)  Rio Vista,1299,7/27/2022 8:30,0.86,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2532,30,(D24A)  Rio Vista,1299,7/27/2022 8:45,0.93,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2533,30,(D24A)  Rio Vista,1299,7/27/2022 9:00,0.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2534,30,(D24A)  Rio Vista,1299,7/27/2022 9:15,0.76,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2535,30,(D24A)  Rio Vista,1299,7/27/2022 9:30,0.71,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2536,30,(D24A)  Rio Vista,1299,7/27/2022 9:45,0.81,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2537,30,(D24A)  Rio Vista,1299,7/27/2022 10:00,0.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2538,30,(D24A)  Rio Vista,1299,7/27/2022 10:15,0.66,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2539,30,(D24A)  Rio Vista,1299,7/27/2022 10:30,0.67,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2540,30,(D24A)  Rio Vista,1299,7/27/2022 10:45,0.57,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2541,30,(D24A)  Rio Vista,1299,7/27/2022 11:00,0.69,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2542,30,(D24A)  Rio Vista,1299,7/27/2022 11:15,0.58,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2543,30,(D24A)  Rio Vista,1299,7/27/2022 11:30,0.67,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2544,30,(D24A)  Rio Vista,1299,7/27/2022 11:45,0.62,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2545,30,(D24A)  Rio Vista,1299,7/27/2022 12:00,0.64,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2546,30,(D24A)  Rio Vista,1299,7/27/2022 12:15,0.58,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2547,30,(D24A)  Rio Vista,1299,7/27/2022 12:30,0.66,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2548,30,(D24A)  Rio Vista,1299,7/27/2022 12:45,0.69,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2549,30,(D24A)  Rio Vista,1299,7/27/2022 13:00,0.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2550,30,(D24A)  Rio Vista,1299,7/27/2022 13:15,0.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2551,30,(D24A)  Rio Vista,1299,7/27/2022 13:30,0.68,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2552,30,(D24A)  Rio Vista,1299,7/27/2022 13:45,0.68,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2553,30,(D24A)  Rio Vista,1299,7/27/2022 14:00,0.65,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2554,30,(D24A)  Rio Vista,1299,7/27/2022 14:15,0.71,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2555,30,(D24A)  Rio Vista,1299,7/27/2022 14:30,0.68,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2556,30,(D24A)  Rio Vista,1299,7/27/2022 14:45,0.76,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2557,30,(D24A)  Rio Vista,1299,7/27/2022 15:00,0.77,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2558,30,(D24A)  Rio Vista,1299,7/27/2022 15:15,0.8,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2559,30,(D24A)  Rio Vista,1299,7/27/2022 15:30,0.83,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2560,30,(D24A)  Rio Vista,1299,7/27/2022 15:45,0.8,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2561,30,(D24A)  Rio Vista,1299,7/27/2022 16:00,0.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2562,30,(D24A)  Rio Vista,1299,7/27/2022 16:15,0.86,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2563,30,(D24A)  Rio Vista,1299,7/27/2022 16:30,0.87,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2564,30,(D24A)  Rio Vista,1299,7/27/2022 16:45,0.86,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2565,30,(D24A)  Rio Vista,1299,7/27/2022 17:00,1,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2566,30,(D24A)  Rio Vista,1299,7/27/2022 17:15,0.81,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2567,30,(D24A)  Rio Vista,1299,7/27/2022 17:30,0.77,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2568,30,(D24A)  Rio Vista,1299,7/27/2022 17:45,0.79,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2569,30,(D24A)  Rio Vista,1299,7/27/2022 18:00,0.9,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2570,30,(D24A)  Rio Vista,1299,7/27/2022 18:15,0.92,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2571,30,(D24A)  Rio Vista,1299,7/27/2022 18:30,0.91,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2572,30,(D24A)  Rio Vista,1299,7/27/2022 18:45,0.93,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2573,30,(D24A)  Rio Vista,1299,7/27/2022 19:00,0.94,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2574,30,(D24A)  Rio Vista,1299,7/27/2022 19:15,0.94,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2575,30,(D24A)  Rio Vista,1299,7/27/2022 19:30,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2576,30,(D24A)  Rio Vista,1299,7/27/2022 19:45,1.08,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2577,30,(D24A)  Rio Vista,1299,7/27/2022 20:00,1.07,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2578,30,(D24A)  Rio Vista,1299,7/27/2022 20:15,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2579,30,(D24A)  Rio Vista,1299,7/27/2022 20:30,1.07,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2580,30,(D24A)  Rio Vista,1299,7/27/2022 20:45,0.87,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2581,30,(D24A)  Rio Vista,1299,7/27/2022 21:00,0.99,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2582,30,(D24A)  Rio Vista,1299,7/27/2022 21:15,0.85,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2583,30,(D24A)  Rio Vista,1299,7/27/2022 21:30,0.93,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2584,30,(D24A)  Rio Vista,1299,7/27/2022 21:45,0.98,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2585,30,(D24A)  Rio Vista,1299,7/27/2022 22:00,0.95,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2586,30,(D24A)  Rio Vista,1299,7/27/2022 22:15,0.93,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2587,30,(D24A)  Rio Vista,1299,7/27/2022 22:30,0.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2588,30,(D24A)  Rio Vista,1299,7/27/2022 22:45,0.9,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2589,30,(D24A)  Rio Vista,1299,7/27/2022 23:00,0.86,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2590,30,(D24A)  Rio Vista,1299,7/27/2022 23:15,0.98,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2591,30,(D24A)  Rio Vista,1299,7/27/2022 23:30,0.95,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2592,30,(D24A)  Rio Vista,1299,7/27/2022 23:45,0.95,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2593,30,(D24A)  Rio Vista,1299,7/28/2022 0:00,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2594,30,(D24A)  Rio Vista,1299,7/28/2022 0:15,1.05,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2595,30,(D24A)  Rio Vista,1299,7/28/2022 0:30,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2596,30,(D24A)  Rio Vista,1299,7/28/2022 0:45,1.31,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2597,30,(D24A)  Rio Vista,1299,7/28/2022 1:00,1.35,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2598,30,(D24A)  Rio Vista,1299,7/28/2022 1:15,1.41,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2599,30,(D24A)  Rio Vista,1299,7/28/2022 1:30,1.46,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2600,30,(D24A)  Rio Vista,1299,7/28/2022 1:45,2.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2601,30,(D24A)  Rio Vista,1299,7/28/2022 2:00,1.51,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2602,30,(D24A)  Rio Vista,1299,7/28/2022 2:15,1.4,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2603,30,(D24A)  Rio Vista,1299,7/28/2022 2:30,1.45,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2604,30,(D24A)  Rio Vista,1299,7/28/2022 2:45,1.38,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2605,30,(D24A)  Rio Vista,1299,7/28/2022 3:00,1.45,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2606,30,(D24A)  Rio Vista,1299,7/28/2022 3:15,1.43,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2607,30,(D24A)  Rio Vista,1299,7/28/2022 3:30,1.45,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2608,30,(D24A)  Rio Vista,1299,7/28/2022 3:45,1.44,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2609,30,(D24A)  Rio Vista,1299,7/28/2022 4:00,1.37,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2610,30,(D24A)  Rio Vista,1299,7/28/2022 4:15,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2611,30,(D24A)  Rio Vista,1299,7/28/2022 4:30,1.29,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2612,30,(D24A)  Rio Vista,1299,7/28/2022 4:45,1.32,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2613,30,(D24A)  Rio Vista,1299,7/28/2022 5:00,1.3,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2614,30,(D24A)  Rio Vista,1299,7/28/2022 5:15,1.24,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2615,30,(D24A)  Rio Vista,1299,7/28/2022 5:30,1.2,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2616,30,(D24A)  Rio Vista,1299,7/28/2022 5:45,1.04,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2617,30,(D24A)  Rio Vista,1299,7/28/2022 6:00,1.16,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2618,30,(D24A)  Rio Vista,1299,7/28/2022 6:15,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2619,30,(D24A)  Rio Vista,1299,7/28/2022 6:30,8.49,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2620,30,(D24A)  Rio Vista,1299,7/28/2022 6:45,1.23,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2621,30,(D24A)  Rio Vista,1299,7/28/2022 7:00,1.19,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2622,30,(D24A)  Rio Vista,1299,7/28/2022 7:15,1.09,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2623,30,(D24A)  Rio Vista,1299,7/28/2022 7:30,1.15,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2624,30,(D24A)  Rio Vista,1299,7/28/2022 7:45,1.01,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2625,30,(D24A)  Rio Vista,1299,7/28/2022 8:00,0.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2626,30,(D24A)  Rio Vista,1299,7/28/2022 8:15,0.97,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2627,30,(D24A)  Rio Vista,1299,7/28/2022 8:30,0.91,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2628,30,(D24A)  Rio Vista,1299,7/28/2022 8:45,0.79,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2629,30,(D24A)  Rio Vista,1299,7/28/2022 9:00,0.86,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2630,30,(D24A)  Rio Vista,1299,7/28/2022 9:15,0.92,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2631,30,(D24A)  Rio Vista,1299,7/28/2022 9:30,0.82,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2632,30,(D24A)  Rio Vista,1299,7/28/2022 9:45,0.81,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2633,30,(D24A)  Rio Vista,1299,7/28/2022 10:00,0.85,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2634,30,(D24A)  Rio Vista,1299,7/28/2022 10:15,0.75,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2635,30,(D24A)  Rio Vista,1299,7/28/2022 10:30,0.73,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2636,30,(D24A)  Rio Vista,1299,7/28/2022 10:45,0.65,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2637,30,(D24A)  Rio Vista,1299,7/28/2022 11:00,0.65,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2638,30,(D24A)  Rio Vista,1299,7/28/2022 11:15,0.75,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2639,30,(D24A)  Rio Vista,1299,7/28/2022 11:30,0.78,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2640,30,(D24A)  Rio Vista,1299,7/28/2022 11:45,0.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2641,30,(D24A)  Rio Vista,1299,7/28/2022 12:00,0.72,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2642,30,(D24A)  Rio Vista,1299,7/28/2022 12:15,0.71,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2643,30,(D24A)  Rio Vista,1299,7/28/2022 12:30,0.77,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2644,30,(D24A)  Rio Vista,1299,7/28/2022 12:45,0.59,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2645,30,(D24A)  Rio Vista,1299,7/28/2022 13:00,0.66,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2646,30,(D24A)  Rio Vista,1299,7/28/2022 13:15,0.7,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2647,30,(D24A)  Rio Vista,1299,7/28/2022 13:30,0.73,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2648,30,(D24A)  Rio Vista,1299,7/28/2022 13:45,0.65,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2649,30,(D24A)  Rio Vista,1299,7/28/2022 14:00,0.78,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2650,30,(D24A)  Rio Vista,1299,7/28/2022 14:15,0.71,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
2651,30,(D24A)  Rio Vista,1299,7/28/2022 14:30,0.65,U,[Water]  Fluorescence (µg/L) -(n/a) YSI Sonde { Data }  @ 15 min Inst 1 m deep
