Date,Time,Station.Code,WDL_SAM_code,Year,Volume.Mesozooplankton.150,Subsample.Volume.Mesozooplankton.150,Volume.Microzooplankton.150,Subsample.Volume.Microzooplankton.150,Volume.Mesozooplankton.50.,Subsample.Volume.Mesozooplankton.50,Volume.Microzooplankton.50,Subsample.Volume.Microzooplankton.50,LabComments,Unable_to_make_micro_tally,Unable_to_make_meso_tally,OrganismID,ZOOP.COUNT,ZOOP.CLASSIFICATION,ZOOP.ORGANISM,ZOOP.LIFE,Entered_by,QAQC_by
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,36,63,Cladocera,Ceriodaphnia,0,,
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,38,11,Cladocera,Chydorus,0,,
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,37,1,Cladocera,Daphnia,0,,
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,45,1,Cladocera,Macrothrix,0,,
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,95,7,Cladocera,Monospilus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,103,3,Cladocera,Simocephalus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,90,0.9,89,1.25,,,,,High detritus,Y,N,46,2,Harpacticoids,Harpacticoids,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,1,129,Microzooplankton & Nauplii,Rotifers,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,3,19,Microzooplankton & Nauplii,Copepod nauplii,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,6,2,Microzooplankton & Nauplii,Ostracods,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,10,4,Cyclopoids,Acanthocyclops vernalis adult,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,8,74,Cyclopoids,Cyclopoid copepodid,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,106,2,Cyclopoids,Eucyclops pectinifer,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,84,3,Cyclopoids,Microcyclops rubellus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,119,2,Cyclopoids,Paracyclops fimbriatus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,64,1,Calanoids,Calanoid copepodids,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,81,2,Calanoids,Leptodiaptomus siciloides,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,43,2,Cladocera,Alona,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,35,40,Cladocera,Bosmina,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,36,54,Cladocera,Ceriodaphnia,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,38,25,Cladocera,Chydorus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,37,22,Cladocera,Daphnia,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,44,4,Cladocera,Ilyocryptus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,99,1,Cladocera,Moina,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,95,6,Cladocera,Monospilus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,103,6,Cladocera,Simocephalus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,108,0.28,108,1.36,,,,,High detritus,Y,N,46,2,Harpacticoids,Harpacticoids,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,1,57,Microzooplankton & Nauplii,Rotifers,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,3,7,Microzooplankton & Nauplii,Copepod nauplii,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,10,3,Cyclopoids,Acanthocyclops vernalis adult,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,8,45,Cyclopoids,Cyclopoid copepodid,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,108,4,Cyclopoids,Diacyclops thomasi,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,84,1,Cyclopoids,Microcyclops rubellus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,119,2,Cyclopoids,Paracyclops fimbriatus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,64,1,Calanoids,Calanoid copepodids,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,43,23,Cladocera,Alona,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,35,37,Cladocera,Bosmina,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,39,1,Cladocera,Camptocercus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,36,32,Cladocera,Ceriodaphnia,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,38,62,Cladocera,Chydorus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,37,22,Cladocera,Daphnia,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,44,3,Cladocera,Ilyocryptus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,95,1,Cladocera,Monospilus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,89,1,Cladocera,Pleuroxus,,,
12/27/2019,9:40,SHR,ES1219B0504,2003,106,0.9,106,0.9,,,,,High detritus ,Y,N,103,7,Cladocera,Simocephalus,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,1,30,Microzooplankton & Nauplii,Rotifers,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,3,1,Microzooplankton & Nauplii,Copepod nauplii,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,6,2,Microzooplankton & Nauplii,Ostracods,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,10,5,Cyclopoids,Acanthocyclops vernalis adult,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,8,29,Cyclopoids,Cyclopoid copepodid,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,108,4,Cyclopoids,Diacyclops thomasi,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,90,1,Cyclopoids,Eucyclops spp.,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,84,2,Cyclopoids,Microcyclops rubellus,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,64,2,Calanoids,Calanoid copepodids,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,43,17,Cladocera,Alona,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,92,3,Cladocera,Alonella,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,35,28,Cladocera,Bosmina,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,36,4,Cladocera,Ceriodaphnia,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,38,20,Cladocera,Chydorus,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,37,16,Cladocera,Daphnia,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,44,4,Cladocera,Ilyocryptus,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,103,2,Cladocera,Simocephalus,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,69,1,69,1,,,,,High detritus ,Y,Y,46,2,Harpacticoids,Harpacticoids,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,1,9,Microzooplankton & Nauplii,Rotifers,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,3,5,Microzooplankton & Nauplii,Copepod nauplii,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,6,3,Microzooplankton & Nauplii,Ostracods,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,10,4,Cyclopoids,Acanthocyclops vernalis adult,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,8,96,Cyclopoids,Cyclopoid copepodid,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,108,2,Cyclopoids,Diacyclops thomasi,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,84,1,Cyclopoids,Microcyclops rubellus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,119,2,Cyclopoids,Paracyclops fimbriatus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,64,3,Calanoids,Calanoid copepodids,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,43,28,Cladocera,Alona,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,92,1,Cladocera,Alonella,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,35,42,Cladocera,Bosmina,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,36,5,Cladocera,Ceriodaphnia,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,38,48,Cladocera,Chydorus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,37,12,Cladocera,Daphnia,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,45,2,Cladocera,Macrothrix,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,95,5,Cladocera,Monospilus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,88,1,Cladocera,Picripleuroxus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,103,9,Cladocera,Simocephalus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,71,1.22,71,2.02,,,,,High detritus ,Y,N,46,8,Harpacticoids,Harpacticoids,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,1,2,Microzooplankton & Nauplii,Rotifers,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,3,29,Microzooplankton & Nauplii,Copepod nauplii,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,6,39,Microzooplankton & Nauplii,Ostracods,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,8,51,Cyclopoids,Cyclopoid copepodid,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,106,4,Cyclopoids,Eucyclops pectinifer,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,84,3,Cyclopoids,Microcyclops rubellus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,131,3,Cyclopoids,Tropocyclops prasinus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,64,74,Calanoids,Calanoid copepodids,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,25,3,Calanoids,Eurytemora affinis adult,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,23,5,Calanoids,Pseudodiaptomus forbesi adult,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,43,5,Cladocera,Alona,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,35,4,Cladocera,Bosmina,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,39,3,Cladocera,Camptocercus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,36,1,Cladocera,Ceriodaphnia,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,38,16,Cladocera,Chydorus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,93,2,Cladocera,Eurycerus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,94,13,Cladocera,Graptoleberis,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,44,2,Cladocera,Ilyocryptus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,45,3,Cladocera,Macrothrix,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,95,1,Cladocera,Monospilus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,89,10,Cladocera,Pleuroxus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,103,3,Cladocera,Simocephalus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,49,2.5,49,9.5,,,,,High Algae,Y,N,46,1,Harpacticoids,Harpacticoids,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,1,20,Microzooplankton & Nauplii,Rotifers,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,3,272,Microzooplankton & Nauplii,Copepod nauplii,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,6,46,Microzooplankton & Nauplii,Ostracods,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,8,24,Cyclopoids,Cyclopoid copepodid,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,128,1,Cyclopoids,Ergasilus sp.,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,106,4,Cyclopoids,Eucyclops pectinifer,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,125,3,Cyclopoids,Macrocyclops albidus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,84,2,Cyclopoids,Microcyclops rubellus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,64,124,Calanoids,Calanoid copepodids,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,23,6,Calanoids,Pseudodiaptomus forbesi adult,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,43,2,Cladocera,Alona,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,35,1,Cladocera,Bosmina,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,38,31,Cladocera,Chydorus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,94,5,Cladocera,Graptoleberis,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,44,2,Cladocera,Ilyocryptus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,86,1,Cladocera,Kurzia,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,88,12,Cladocera,Picripleuroxus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,68,2.3,68,6.3,,,,,High Detritus,N,N,103,3,Cladocera,Simocephalus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,1,17,Microzooplankton & Nauplii,Rotifers,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,3,281,Microzooplankton & Nauplii,Copepod nauplii,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,6,18,Microzooplankton & Nauplii,Ostracods,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,10,2,Cyclopoids,Acanthocyclops vernalis adult,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,8,22,Cyclopoids,Cyclopoid copepodid,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,106,1,Cyclopoids,Eucyclops pectinifer,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,131,6,Cyclopoids,Tropocyclops prasinus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,64,138,Calanoids,Calanoid copepodids,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,25,1,Calanoids,Eurytemora affinis adult,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,23,2,Calanoids,Pseudodiaptomus forbesi adult,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,43,4,Cladocera,Alona,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,35,2,Cladocera,Bosmina,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,39,3,Cladocera,Camptocercus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,38,51,Cladocera,Chydorus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,94,11,Cladocera,Graptoleberis,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,45,2,Cladocera,Macrothrix,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,95,1,Cladocera,Monospilus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,High Detritus,N,N,89,11,Cladocera,Pleuroxus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,58,2.5,58,8,,,,,None,N,N,1,322,Microzooplankton & Nauplii,Rotifers,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,3,10,Microzooplankton & Nauplii,Copepod nauplii,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,8,84,Cyclopoids,Cyclopoid copepodid,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,83,1,Cyclopoids,Eucyclops elegans,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,64,3,Calanoids,Calanoid copepodids,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,43,2,Cladocera,Alona,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,35,105,Cladocera,Bosmina,,,
