LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Dissolved Silica (SiO2),7631869,20.5,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Dissolved Silica (SiO2),7631869,20.5,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Total Dissolved Solids,0,483,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Total Suspended Solids,0,22.9,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Volatile Suspended Solids,0,5.9,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Total Kjeldahl Nitrogen,0,0.768,0.10,mg/L as N,EPA 351.2 [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Field Specific Conductance,0, 888,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0118,08/02/2021 11:07,Field Water Temperature,0, 24.3,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Ammonia,7664417,0.053,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Calcium,7440702,31.9,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Chloride,16887006,116,10,mg/L,EPA 300.0 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Chlorophyll a,479618,22.6,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Nitrate + Nitrite,0,0.912,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Organic Carbon,7440440,5.6,0.50,mg/L as C,EPA 415.3 (D) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Total Organic Carbon,7440440,5.2,0.50,mg/L as C,EPA 415.3 (T) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Organic Nitrogen,7727379,0.62,0.10,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved ortho-Phosphate,14265442,2.05,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Pheophytin a,0,12.8,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Total Phosphorus,7723140,2.1,0.05,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Dissolved Silica (SiO2),7631869,18.4,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Total Dissolved Solids,0,509,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Total Suspended Solids,0,24.4,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Volatile Suspended Solids,0,5,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Total Kjeldahl Nitrogen,0,0.673,0.10,mg/L as N,EPA 351.2 [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Field Specific Conductance,0, 888,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0136,08/16/2021 07:37,Field Water Temperature,0, 23.2,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Calcium,7440702,33.7,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Matrix Spike
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Chloride,16887006,76.7,10,mg/L,EPA 300.0 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Chlorophyll a,479618,8.89,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Nitrate + Nitrite,0,0.278,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Organic Carbon,7440440,3.8,0.50,mg/L as C,EPA 415.3 (D) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Organic Carbon,7440440,3.6,0.50,mg/L as C,EPA 415.3 (T) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Organic Nitrogen,7727379,0.36,0.10,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved ortho-Phosphate,14265442,0.761,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Pheophytin a,0,6.59,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Phosphorus,7723140,0.73,0.01,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Dissolved Silica (SiO2),7631869,30.7,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Matrix Spike
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Dissolved Solids,0,440,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Dissolved Solids,0,443,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Suspended Solids,0,20,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Suspended Solids,0,20.5,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Volatile Suspended Solids,0,3.7,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Volatile Suspended Solids,0,3.7,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Total Kjeldahl Nitrogen,0,0.572,0.10,mg/L as N,EPA 351.2 [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Field Specific Conductance,0, 762,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0821B0154,08/30/2021 07:10,Field Water Temperature,0, 22.2,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Calcium,7440702,35.1,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Calcium,7440702,35.2,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Chloride,16887006,98.7,10,mg/L,EPA 300.0 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Chlorophyll a,479618,14.9,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Nitrate + Nitrite,0,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Organic Carbon,7440440,5.8,0.50,mg/L as C,EPA 415.3 (D) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Total Organic Carbon,7440440,5.4,0.50,mg/L as C,EPA 415.3 (T) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Organic Nitrogen,7727379,0.6,0.10,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved ortho-Phosphate,14265442,1.04,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Pheophytin a,0,7.93,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Total Phosphorus,7723140,1.11,0.05,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Silica (SiO2),7631869,26.4,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Dissolved Silica (SiO2),7631869,26.4,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Total Dissolved Solids,0,505,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Total Suspended Solids,0,20,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Volatile Suspended Solids,0,4.5,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Total Kjeldahl Nitrogen,0,0.752,0.10,mg/L as N,EPA 351.2 [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Field Specific Conductance,0, 876,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0190,09/13/2021 07:25,Field Water Temperature,0, 22.9,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Ammonia,7664417,0.084,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Calcium,7440702,41,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Chloride,16887006,113,15,mg/L,EPA 300.0 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Chlorophyll a,479618,5.39,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Nitrate + Nitrite,0,0.905,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Organic Carbon,7440440,6.2,0.50,mg/L as C,EPA 415.3 (D) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Total Organic Carbon,7440440,6.1,0.50,mg/L as C,EPA 415.3 (T) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Organic Nitrogen,7727379,0.75,0.10,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved ortho-Phosphate,14265442,1.03,0.05,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Pheophytin a,0,5.9,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Total Phosphorus,7723140,1.04,0.05,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Dissolved Silica (SiO2),7631869,28.1,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Total Dissolved Solids,0,586,2.50,mg/L,Std Method 2540 C [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Total Suspended Solids,0,21.7,2.50,mg/L,EPA 160.2 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Volatile Suspended Solids,0,3.9,2.50,mg/L,EPA 160.4 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Total Kjeldahl Nitrogen,0,0.96,0.10,mg/L as N,EPA 351.2 [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Field Specific Conductance,0, 1000,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 uS/cm@25 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES0921B0208,09/27/2021 07:22,Field Water Temperature,0, 19.3,0.10,°C,EPA 170.1 (Field) [1]*,1 °C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Ammonia,7664417,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Calcium,7440702,31.6,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Calcium,7440702,31.7,1,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Chloride,16887006,106,10,mg/L,EPA 300.0 [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Chlorophyll a,479618,6.54,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Nitrate + Nitrite,0,2.98,0.25,mg/L as N,Std Method 4500-NO3-F [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Organic Carbon,7440440,5.4,0.50,mg/L as C,EPA 415.3 (D) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Total Organic Carbon,7440440,5.5,0.50,mg/L as C,EPA 415.3 (T) [PS-3]*,1 mg/L as C,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Organic Nitrogen,7727379,0.7,0.10,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 mg/L as N,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved ortho-Phosphate,14265442,1.67,0.25,mg/L as P,EPA 365.1 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Pheophytin a,0,4.15,0.50,ug/L,Std Method 10200 H [1]*,1 ug/L,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Total Phosphorus,7723140,1.59,0.01,mg/L as P,EPA 365.4 [1]*,1 mg/L as P,"Water, Natural",Normal Sample,0,,
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Silica (SiO2),7631869,22.5,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,Duplicate
Toe Drain at County Road 22,Toe Drain at Rd. 22,A0D84061386,ES1021B0262,10/11/2021 07:20,Dissolved Silica (SiO2),7631869,23,0.10,mg/L,EPA 200.7 (D) [1]*,1 mg/L,"Water, Natural",Normal Sample,0,,
